date,op_type,flight,airline,tail_id,origin,destination,sched_time_local,actual_time_local,delay_min,hour,dow,status,propagated_from_prev,cascade_caused
2025-08-11,DEPARTURE,I5773,I5,VT-A144,BOM,SIN,2025-08-11 04:39:00,2025-08-11 04:37:00,-2,4,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,I5779,I5,VT-A144,DOH,BOM,2025-08-11 05:37:00,2025-08-11 05:50:00,13,5,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,G8399,G8,VT-A144,BOM,BLR,2025-08-11 06:37:00,2025-08-11 06:40:00,3,6,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,UK621,UK,VT-A144,BLR,BOM,2025-08-11 09:33:00,2025-08-11 09:32:00,-1,9,Monday,ON_TIME,0.0,2.0
2025-08-11,DEPARTURE,6E464,6E,VT-A144,BOM,MAA,2025-08-11 10:15:00,2025-08-11 10:27:00,12,10,Monday,DELAYED,2.0,56.0
2025-08-11,ARRIVAL,SQ639,SQ,VT-A144,SIN,BOM,2025-08-11 10:16:00,2025-08-11 10:30:00,14,10,Monday,DELAYED,56.0,0.0
2025-08-11,ARRIVAL,QP328,QP,VT-A144,MAA,BOM,2025-08-11 12:29:00,2025-08-11 12:31:00,2,12,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,EK636,EK,VT-A144,BOM,SIN,2025-08-11 13:17:00,2025-08-11 13:37:00,20,13,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,QR225,QR,VT-A144,SIN,BOM,2025-08-11 18:48:00,2025-08-11 19:11:00,23,18,Monday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,G8253,G8,VT-A144,BOM,CCU,2025-08-12 05:18:00,2025-08-12 05:15:00,-3,5,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,EK835,EK,VT-A144,CCU,BOM,2025-08-12 08:05:00,2025-08-12 08:31:00,26,8,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,AI873,AI,VT-A144,BOM,BLR,2025-08-12 09:47:00,2025-08-12 09:40:00,-7,9,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,UK631,UK,VT-A144,BLR,BOM,2025-08-12 11:24:00,2025-08-12 11:29:00,5,11,Tuesday,ON_TIME,0.0,5.0
2025-08-12,DEPARTURE,AI814,AI,VT-A144,BOM,TRV,2025-08-12 12:09:00,2025-08-12 12:31:00,22,12,Tuesday,DELAYED,5.0,0.0
2025-08-12,ARRIVAL,G8605,G8,VT-A144,TRV,BOM,2025-08-12 14:49:00,2025-08-12 14:59:00,10,14,Tuesday,ON_TIME,0.0,11.0
2025-08-12,DEPARTURE,I5779,I5,VT-A144,BOM,CCJ,2025-08-12 15:33:00,2025-08-12 16:00:00,27,15,Tuesday,DELAYED,11.0,0.0
2025-08-12,ARRIVAL,BA856,BA,VT-A144,CCJ,BOM,2025-08-12 18:51:00,2025-08-12 18:58:00,7,18,Tuesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,SG548,SG,VT-A144,BOM,HYD,2025-08-13 07:20:00,2025-08-13 08:10:00,50,7,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,I5995,I5,VT-A144,HYD,BOM,2025-08-13 11:21:00,2025-08-13 11:29:00,8,11,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,AI753,AI,VT-A144,BOM,CCJ,2025-08-13 12:16:00,2025-08-13 12:09:00,-7,12,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,G8901,G8,VT-A144,CCJ,BOM,2025-08-13 14:09:00,2025-08-13 14:01:00,-8,14,Wednesday,ON_TIME,0.0,5.0
2025-08-13,DEPARTURE,QR681,QR,VT-A144,BOM,SIN,2025-08-13 14:41:00,2025-08-13 15:20:00,39,14,Wednesday,DELAYED,5.0,0.0
2025-08-13,ARRIVAL,QR678,QR,VT-A144,SIN,BOM,2025-08-13 23:03:00,2025-08-13 23:17:00,14,23,Wednesday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,EK822,EK,VT-A144,DOH,BOM,2025-08-14 05:28:00,2025-08-14 05:27:00,-1,5,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,UK586,UK,VT-A144,BOM,TRV,2025-08-14 06:18:00,2025-08-14 06:26:00,8,6,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,QP642,QP,VT-A144,TRV,BOM,2025-08-14 08:53:00,2025-08-14 09:30:00,37,8,Thursday,DELAYED,0.0,5.0
2025-08-14,DEPARTURE,UK380,UK,VT-A144,BOM,CCJ,2025-08-14 10:10:00,2025-08-14 10:00:00,-10,10,Thursday,ON_TIME,5.0,0.0
2025-08-14,ARRIVAL,I5232,I5,VT-A144,CCJ,BOM,2025-08-14 12:23:00,2025-08-14 12:52:00,29,12,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,I5660,I5,VT-A144,BOM,DXB,2025-08-15 09:34:00,2025-08-15 09:43:00,9,9,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,UK136,UK,VT-A144,DXB,BOM,2025-08-15 19:07:00,2025-08-15 20:02:00,55,19,Friday,DELAYED,0.0,14.0
2025-08-15,DEPARTURE,QR131,QR,VT-A144,BOM,SIN,2025-08-15 20:33:00,2025-08-15 20:49:00,16,20,Friday,DELAYED,14.0,0.0
2025-08-16,ARRIVAL,G8205,G8,VT-A144,SIN,BOM,2025-08-16 01:39:00,2025-08-16 01:57:00,18,1,Saturday,DELAYED,0.0,2.0
2025-08-16,DEPARTURE,SG672,SG,VT-A144,BOM,BLR,2025-08-16 02:40:00,2025-08-16 02:40:00,0,2,Saturday,ON_TIME,2.0,0.0
2025-08-16,ARRIVAL,QR306,QR,VT-A144,BLR,BOM,2025-08-16 05:50:00,2025-08-16 05:50:00,0,5,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,QR128,QR,VT-A144,BOM,CCU,2025-08-16 06:54:00,2025-08-16 06:47:00,-7,6,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,BA303,BA,VT-A144,CCJ,BOM,2025-08-16 07:44:00,2025-08-16 08:19:00,35,7,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,UK894,UK,VT-A144,BOM,SIN,2025-08-16 09:27:00,2025-08-16 09:17:00,-10,9,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,QR936,QR,VT-A144,CCU,BOM,2025-08-16 10:18:00,2025-08-16 10:24:00,6,10,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,BA998,BA,VT-A144,SIN,BOM,2025-08-16 17:53:00,2025-08-16 17:54:00,1,17,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,SQ565,SQ,VT-A144,BOM,LHR,2025-08-16 18:53:00,2025-08-16 19:50:00,57,18,Saturday,DELAYED,0.0,0.0
2025-08-17,ARRIVAL,SG271,SG,VT-A144,LHR,BOM,2025-08-17 01:05:00,2025-08-17 00:55:00,-10,1,Sunday,ON_TIME,0.0,14.0
2025-08-17,DEPARTURE,6E115,6E,VT-A144,BOM,DXB,2025-08-17 01:26:00,2025-08-17 01:24:00,-2,1,Sunday,ON_TIME,14.0,0.0
2025-08-10,DEPARTURE,QR481,QR,VT-A145,BOM,HYD,2025-08-10 10:38:00,2025-08-10 10:31:00,-7,10,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,SQ683,SQ,VT-A145,HYD,BOM,2025-08-10 13:21:00,2025-08-10 13:22:00,1,13,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,AI294,AI,VT-A145,BOM,GOI,2025-08-10 14:35:00,2025-08-10 14:25:00,-10,14,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,BA274,BA,VT-A145,GOI,BOM,2025-08-10 16:16:00,2025-08-10 16:06:00,-10,16,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,QR857,QR,VT-A145,BOM,CCU,2025-08-10 17:03:00,2025-08-10 17:03:00,0,17,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,EK192,EK,VT-A145,CCU,BOM,2025-08-10 20:09:00,2025-08-10 20:08:00,-1,20,Sunday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,AI356,AI,VT-A145,BLR,BOM,2025-08-11 10:24:00,2025-08-11 11:36:00,72,10,Monday,DELAYED,0.0,7.0
2025-08-11,DEPARTURE,6E582,6E,VT-A145,BOM,PNQ,2025-08-11 12:14:00,2025-08-11 12:42:00,28,12,Monday,DELAYED,7.0,0.0
2025-08-11,ARRIVAL,QR620,QR,VT-A145,PNQ,BOM,2025-08-11 14:39:00,2025-08-11 14:46:00,7,14,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,6E356,6E,VT-A145,BOM,LHR,2025-08-11 15:58:00,2025-08-11 16:11:00,13,15,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,SQ444,SQ,VT-A145,LHR,BOM,2025-08-11 21:32:00,2025-08-11 21:46:00,14,21,Monday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,6E505,6E,VT-A145,BOM,BLR,2025-08-12 05:57:00,2025-08-12 06:14:00,17,5,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,AI259,AI,VT-A145,BLR,BOM,2025-08-12 08:58:00,2025-08-12 09:03:00,5,8,Tuesday,ON_TIME,0.0,5.0
2025-08-12,DEPARTURE,AI435,AI,VT-A145,BOM,TRV,2025-08-12 09:43:00,2025-08-12 09:57:00,14,9,Tuesday,DELAYED,5.0,0.0
2025-08-12,ARRIVAL,UK407,UK,VT-A145,TRV,BOM,2025-08-12 11:53:00,2025-08-12 11:55:00,2,11,Tuesday,ON_TIME,0.0,9.0
2025-08-12,DEPARTURE,BA889,BA,VT-A145,BOM,AMD,2025-08-12 12:31:00,2025-08-12 12:25:00,-6,12,Tuesday,ON_TIME,9.0,0.0
2025-08-13,ARRIVAL,UK143,UK,VT-A145,LHR,BOM,2025-08-13 05:33:00,2025-08-13 05:33:00,0,5,Wednesday,ON_TIME,0.0,3.0
2025-08-13,DEPARTURE,6E827,6E,VT-A145,BOM,DEL,2025-08-13 06:15:00,2025-08-13 06:34:00,19,6,Wednesday,DELAYED,3.0,0.0
2025-08-13,ARRIVAL,EK460,EK,VT-A145,DEL,BOM,2025-08-13 09:11:00,2025-08-13 09:26:00,15,9,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,I5309,I5,VT-A145,BOM,MAA,2025-08-13 10:30:00,2025-08-13 10:52:00,22,10,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,UK977,UK,VT-A145,MAA,BOM,2025-08-13 13:23:00,2025-08-13 13:36:00,13,13,Wednesday,DELAYED,0.0,5.0
2025-08-13,DEPARTURE,G8551,G8,VT-A145,BOM,PNQ,2025-08-13 14:16:00,2025-08-13 14:31:00,15,14,Wednesday,DELAYED,5.0,0.0
2025-08-13,ARRIVAL,SQ226,SQ,VT-A145,PNQ,BOM,2025-08-13 17:20:00,2025-08-13 17:23:00,3,17,Wednesday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,BA674,BA,VT-A145,GOI,BOM,2025-08-14 06:39:00,2025-08-14 06:29:00,-10,6,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,AI908,AI,VT-A145,BOM,TRV,2025-08-14 07:19:00,2025-08-14 07:10:00,-9,7,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,BA184,BA,VT-A145,TRV,BOM,2025-08-14 09:52:00,2025-08-14 09:56:00,4,9,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,6E640,6E,VT-A145,BOM,DXB,2025-08-14 10:50:00,2025-08-14 11:03:00,13,10,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,I5769,I5,VT-A145,DXB,BOM,2025-08-14 18:00:00,2025-08-14 18:00:00,0,18,Thursday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,BA759,BA,VT-A145,BOM,MAA,2025-08-15 06:51:00,2025-08-15 06:45:00,-6,6,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,AI331,AI,VT-A145,MAA,BOM,2025-08-15 09:37:00,2025-08-15 10:26:00,49,9,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,AI404,AI,VT-A145,BOM,CCJ,2025-08-15 11:22:00,2025-08-15 11:48:00,26,11,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,QR499,QR,VT-A145,CCJ,BOM,2025-08-15 13:49:00,2025-08-15 14:01:00,12,13,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,SQ520,SQ,VT-A145,BOM,CCU,2025-08-15 14:56:00,2025-08-15 15:21:00,25,14,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,SG775,SG,VT-A145,CCU,BOM,2025-08-15 18:28:00,2025-08-15 19:17:00,49,18,Friday,DELAYED,0.0,3.0
2025-08-15,DEPARTURE,G8982,G8,VT-A145,BOM,GOI,2025-08-15 19:59:00,2025-08-15 20:48:00,49,19,Friday,DELAYED,3.0,0.0
2025-08-15,ARRIVAL,QP375,QP,VT-A145,GOI,BOM,2025-08-15 22:57:00,2025-08-15 23:00:00,3,22,Friday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,EK998,EK,VT-A145,BOM,PNQ,2025-08-16 06:47:00,2025-08-16 06:58:00,11,6,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,UK872,UK,VT-A145,PNQ,BOM,2025-08-16 10:30:00,2025-08-16 10:30:00,0,10,Saturday,ON_TIME,0.0,16.0
2025-08-16,DEPARTURE,G8935,G8,VT-A145,BOM,TRV,2025-08-16 10:59:00,2025-08-16 10:50:00,-9,10,Saturday,ON_TIME,16.0,0.0
2025-08-16,ARRIVAL,SG774,SG,VT-A145,TRV,BOM,2025-08-16 13:00:00,2025-08-16 13:26:00,26,13,Saturday,DELAYED,0.0,1.0
2025-08-16,DEPARTURE,EK736,EK,VT-A145,BOM,AMD,2025-08-16 14:10:00,2025-08-16 14:33:00,23,14,Saturday,DELAYED,1.0,0.0
2025-08-16,ARRIVAL,EK420,EK,VT-A145,AMD,BOM,2025-08-16 17:07:00,2025-08-16 16:57:00,-10,17,Saturday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,AI170,AI,VT-A146,DEL,BOM,2025-08-10 05:52:00,2025-08-10 06:00:00,8,5,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,EK893,EK,VT-A146,BOM,TRV,2025-08-10 06:51:00,2025-08-10 07:00:00,9,6,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,QP852,QP,VT-A146,TRV,BOM,2025-08-10 09:06:00,2025-08-10 09:26:00,20,9,Sunday,DELAYED,0.0,20.0
2025-08-10,DEPARTURE,QP636,QP,VT-A146,BOM,AMD,2025-08-10 09:51:00,2025-08-10 09:43:00,-8,9,Sunday,ON_TIME,20.0,0.0
2025-08-10,ARRIVAL,6E124,6E,VT-A146,AMD,BOM,2025-08-10 11:44:00,2025-08-10 12:24:00,40,11,Sunday,DELAYED,0.0,5.0
2025-08-10,DEPARTURE,EK172,EK,VT-A146,BOM,GOI,2025-08-10 13:04:00,2025-08-10 13:28:00,24,13,Sunday,DELAYED,5.0,0.0
2025-08-10,ARRIVAL,EK524,EK,VT-A146,GOI,BOM,2025-08-10 16:38:00,2025-08-10 16:53:00,15,16,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,6E298,6E,VT-A146,BOM,BLR,2025-08-10 17:58:00,2025-08-10 18:13:00,15,17,Sunday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,QP517,QP,VT-A146,TRV,BOM,2025-08-11 08:15:00,2025-08-11 08:05:00,-10,8,Monday,ON_TIME,0.0,3.0
2025-08-11,DEPARTURE,AI454,AI,VT-A146,BOM,CCU,2025-08-11 08:47:00,2025-08-11 08:54:00,7,8,Monday,ON_TIME,3.0,0.0
2025-08-11,ARRIVAL,QP192,QP,VT-A146,CCU,BOM,2025-08-11 11:04:00,2025-08-11 11:43:00,39,11,Monday,DELAYED,0.0,11.0
2025-08-11,DEPARTURE,QP980,QP,VT-A146,BOM,CCJ,2025-08-11 12:17:00,2025-08-11 12:11:00,-6,12,Monday,ON_TIME,11.0,0.0
2025-08-11,ARRIVAL,6E479,6E,VT-A146,CCJ,BOM,2025-08-11 14:43:00,2025-08-11 14:39:00,-4,14,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,I5322,I5,VT-A146,BOM,DOH,2025-08-12 10:54:00,2025-08-12 10:47:00,-7,10,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,SQ615,SQ,VT-A146,DOH,BOM,2025-08-12 15:49:00,2025-08-12 16:13:00,24,15,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,G8631,G8,VT-A146,BOM,GOI,2025-08-12 17:12:00,2025-08-12 17:36:00,24,17,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,6E268,6E,VT-A146,GOI,BOM,2025-08-12 20:04:00,2025-08-12 20:25:00,21,20,Tuesday,DELAYED,0.0,7.0
2025-08-12,DEPARTURE,I5649,I5,VT-A146,BOM,TRV,2025-08-12 21:03:00,2025-08-12 22:01:00,58,21,Tuesday,DELAYED,7.0,0.0
2025-08-13,ARRIVAL,I5904,I5,VT-A146,TRV,BOM,2025-08-13 00:18:00,2025-08-13 00:18:00,0,0,Wednesday,ON_TIME,0.0,18.0
2025-08-13,DEPARTURE,UK497,UK,VT-A146,BOM,BLR,2025-08-13 00:45:00,2025-08-13 00:46:00,1,0,Wednesday,ON_TIME,18.0,0.0
2025-08-13,ARRIVAL,QP939,QP,VT-A146,BLR,BOM,2025-08-13 03:11:00,2025-08-13 03:19:00,8,3,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,G8238,G8,VT-A146,BOM,CCJ,2025-08-13 09:26:00,2025-08-13 10:04:00,38,9,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,G8213,G8,VT-A146,CCJ,BOM,2025-08-13 12:08:00,2025-08-13 12:34:00,26,12,Wednesday,DELAYED,0.0,15.0
2025-08-13,DEPARTURE,6E464,6E,VT-A146,BOM,LHR,2025-08-13 13:04:00,2025-08-13 13:10:00,6,13,Wednesday,ON_TIME,15.0,0.0
2025-08-13,ARRIVAL,QP981,QP,VT-A146,LHR,BOM,2025-08-13 18:56:00,2025-08-13 19:38:00,42,18,Wednesday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,QP987,QP,VT-A146,CCU,BOM,2025-08-14 09:22:00,2025-08-14 10:05:00,43,9,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,G8273,G8,VT-A146,BOM,GOI,2025-08-14 11:00:00,2025-08-14 11:20:00,20,11,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,SQ817,SQ,VT-A146,GOI,BOM,2025-08-14 13:45:00,2025-08-14 14:11:00,26,13,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,QR336,QR,VT-A146,BOM,LHR,2025-08-14 15:05:00,2025-08-14 15:20:00,15,15,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,SG919,SG,VT-A146,LHR,BOM,2025-08-14 20:43:00,2025-08-14 21:05:00,22,20,Thursday,DELAYED,0.0,3.0
2025-08-14,DEPARTURE,BA347,BA,VT-A146,BOM,BLR,2025-08-14 21:47:00,2025-08-14 22:04:00,17,21,Thursday,DELAYED,3.0,0.0
2025-08-15,ARRIVAL,SQ169,SQ,VT-A146,BLR,BOM,2025-08-15 00:38:00,2025-08-15 00:36:00,-2,0,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,I5836,I5,VT-A146,BOM,GOI,2025-08-15 01:53:00,2025-08-15 02:13:00,20,1,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,AI717,AI,VT-A146,BLR,BOM,2025-08-15 05:17:00,2025-08-15 05:27:00,10,5,Friday,ON_TIME,0.0,2.0
2025-08-15,DEPARTURE,I5556,I5,VT-A146,BOM,CCU,2025-08-15 06:10:00,2025-08-15 06:00:00,-10,6,Friday,ON_TIME,2.0,0.0
2025-08-15,ARRIVAL,BA113,BA,VT-A146,CCU,BOM,2025-08-15 08:51:00,2025-08-15 09:04:00,13,8,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,QR200,QR,VT-A146,BOM,PNQ,2025-08-15 10:00:00,2025-08-15 09:55:00,-5,10,Friday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,G8975,G8,VT-A146,BOM,MAA,2025-08-16 06:33:00,2025-08-16 06:30:00,-3,6,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,BA655,BA,VT-A146,MAA,BOM,2025-08-16 09:05:00,2025-08-16 09:27:00,22,9,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,AI881,AI,VT-A146,BOM,LHR,2025-08-16 10:41:00,2025-08-16 11:15:00,34,10,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,I5989,I5,VT-A146,LHR,BOM,2025-08-16 17:44:00,2025-08-16 17:55:00,11,17,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,G8141,G8,VT-A146,BOM,SIN,2025-08-16 18:44:00,2025-08-16 18:43:00,-1,18,Saturday,ON_TIME,0.0,0.0
2025-08-17,ARRIVAL,6E998,6E,VT-A146,SIN,BOM,2025-08-17 01:23:00,2025-08-17 01:42:00,19,1,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,UK641,UK,VT-A147,BOM,BLR,2025-08-10 07:18:00,2025-08-10 07:36:00,18,7,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,UK483,UK,VT-A147,BLR,BOM,2025-08-10 10:11:00,2025-08-10 10:51:00,40,10,Sunday,DELAYED,0.0,2.0
2025-08-10,DEPARTURE,G8434,G8,VT-A147,BOM,LHR,2025-08-10 11:34:00,2025-08-10 11:56:00,22,11,Sunday,DELAYED,2.0,0.0
2025-08-10,ARRIVAL,BA924,BA,VT-A147,LHR,BOM,2025-08-10 18:47:00,2025-08-10 18:37:00,-10,18,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,SQ434,SQ,VT-A147,BOM,SIN,2025-08-10 19:46:00,2025-08-10 20:02:00,16,19,Sunday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,I5832,I5,VT-A147,SIN,BOM,2025-08-11 00:52:00,2025-08-11 00:51:00,-1,0,Monday,ON_TIME,0.0,1.0
2025-08-11,DEPARTURE,QP158,QP,VT-A147,BOM,LHR,2025-08-11 01:35:00,2025-08-11 01:41:00,6,1,Monday,ON_TIME,1.0,0.0
2025-08-11,ARRIVAL,SG877,SG,VT-A147,SIN,BOM,2025-08-11 09:23:00,2025-08-11 09:13:00,-10,9,Monday,ON_TIME,0.0,6.0
2025-08-11,DEPARTURE,SQ676,SQ,VT-A147,BOM,SIN,2025-08-11 09:52:00,2025-08-11 10:11:00,19,9,Monday,DELAYED,6.0,5.0
2025-08-11,ARRIVAL,QR606,QR,VT-A147,LHR,BOM,2025-08-11 10:51:00,2025-08-11 11:05:00,14,10,Monday,DELAYED,5.0,0.0
2025-08-11,ARRIVAL,UK749,UK,VT-A147,SIN,BOM,2025-08-11 19:24:00,2025-08-11 19:48:00,24,19,Monday,DELAYED,0.0,9.0
2025-08-11,DEPARTURE,BA393,BA,VT-A147,BOM,DXB,2025-08-11 20:24:00,2025-08-11 21:02:00,38,20,Monday,DELAYED,9.0,0.0
2025-08-12,DEPARTURE,EK313,EK,VT-A147,BOM,CCU,2025-08-12 05:31:00,2025-08-12 05:43:00,12,5,Tuesday,DELAYED,0.0,4.0
2025-08-12,ARRIVAL,UK203,UK,VT-A147,DXB,BOM,2025-08-12 06:24:00,2025-08-12 06:26:00,2,6,Tuesday,ON_TIME,4.0,15.0
2025-08-12,DEPARTURE,UK157,UK,VT-A147,BOM,CCU,2025-08-12 06:56:00,2025-08-12 06:57:00,1,6,Tuesday,ON_TIME,15.0,0.0
2025-08-12,ARRIVAL,QP402,QP,VT-A147,CCU,BOM,2025-08-12 09:10:00,2025-08-12 09:48:00,38,9,Tuesday,DELAYED,0.0,9.0
2025-08-12,DEPARTURE,EK288,EK,VT-A147,BOM,CCJ,2025-08-12 10:24:00,2025-08-12 10:48:00,24,10,Tuesday,DELAYED,9.0,0.0
2025-08-12,ARRIVAL,QP872,QP,VT-A147,CCJ,BOM,2025-08-12 13:08:00,2025-08-12 13:36:00,28,13,Tuesday,DELAYED,0.0,10.0
2025-08-12,DEPARTURE,BA374,BA,VT-A147,BOM,CCJ,2025-08-12 14:11:00,2025-08-12 14:28:00,17,14,Tuesday,DELAYED,10.0,0.0
2025-08-13,ARRIVAL,6E198,6E,VT-A147,HYD,BOM,2025-08-13 09:00:00,2025-08-13 09:45:00,45,9,Wednesday,DELAYED,0.0,13.0
2025-08-13,DEPARTURE,I5378,I5,VT-A147,BOM,CCJ,2025-08-13 10:17:00,2025-08-13 10:24:00,7,10,Wednesday,ON_TIME,13.0,0.0
2025-08-13,ARRIVAL,EK922,EK,VT-A147,CCJ,BOM,2025-08-13 13:27:00,2025-08-13 13:17:00,-10,13,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,UK197,UK,VT-A147,BOM,DOH,2025-08-13 14:36:00,2025-08-13 14:42:00,6,14,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,SQ599,SQ,VT-A147,DOH,BOM,2025-08-13 22:24:00,2025-08-13 22:34:00,10,22,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,6E175,6E,VT-A147,BOM,LHR,2025-08-13 23:51:00,2025-08-14 00:12:00,21,23,Wednesday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,BA612,BA,VT-A147,SIN,BOM,2025-08-14 08:53:00,2025-08-14 08:50:00,-3,8,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,I5578,I5,VT-A147,BOM,DEL,2025-08-14 09:54:00,2025-08-14 10:00:00,6,9,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,6E452,6E,VT-A147,DEL,BOM,2025-08-14 12:32:00,2025-08-14 12:49:00,17,12,Thursday,DELAYED,0.0,10.0
2025-08-14,DEPARTURE,QP662,QP,VT-A147,BOM,PNQ,2025-08-14 13:24:00,2025-08-14 13:56:00,32,13,Thursday,DELAYED,10.0,0.0
2025-08-14,ARRIVAL,EK413,EK,VT-A147,PNQ,BOM,2025-08-14 15:53:00,2025-08-14 16:08:00,15,15,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,BA262,BA,VT-A147,BOM,BLR,2025-08-15 07:00:00,2025-08-15 06:56:00,-4,7,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,EK450,EK,VT-A147,BLR,BOM,2025-08-15 09:56:00,2025-08-15 09:46:00,-10,9,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,G8541,G8,VT-A147,BOM,LHR,2025-08-15 10:54:00,2025-08-15 11:26:00,32,10,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,AI626,AI,VT-A147,LHR,BOM,2025-08-15 17:29:00,2025-08-15 17:31:00,2,17,Friday,ON_TIME,0.0,0.0
